,year,id,Anschluss,n,CO2,CO2_change
0,2020-12-31,0,0,0.4088657382287278,0.656576328355962,
1,2020-12-31,1,0,0.18371532407238106,0.18022896709549552,
2,2020-12-31,2,0,0.0083871365109772,0.6838463670376047,
3,2020-12-31,3,0,0.41057169932000664,0.7507550229011983,
4,2020-12-31,4,0,0.15455129596387254,0.59330530237284,
5,2020-12-31,5,0,0.189949237934154,0.45207895119387864,
6,2020-12-31,6,0,0.7678070781072708,0.43104079205572865,
7,2020-12-31,7,0,0.29548994235239867,0.28319430507841303,
8,2020-12-31,8,0,0.22600319381269848,0.10645772965271827,
9,2020-12-31,9,0,0.27128492979581437,0.4474639738003803,
10,2020-12-31,10,0,0.21400592627659096,0.9135602668317572,
11,2020-12-31,11,0,0.48050352849040606,0.7846216469159735,
12,2020-12-31,12,0,0.7744994697200709,0.4822133519853433,
13,2020-12-31,13,0,0.12766743081935497,0.24884513819352694,
14,2020-12-31,14,0,0.09841525024516083,0.979878260272871,
15,2020-12-31,15,0,0.1468389271237027,0.6747744453151475,
16,2020-12-31,16,0,0.7640072946739619,0.8950282743026755,
17,2020-12-31,17,0,0.1054875030640175,0.8859803891940193,
18,2020-12-31,18,0,0.6807415412713973,0.16277977525158238,
19,2020-12-31,19,0,0.16164857316840361,0.5493419400795208,
20,2020-12-31,20,0,0.39965076622180373,0.11176494124004643,
21,2020-12-31,21,0,0.42045330140893533,0.8443307113497491,
22,2020-12-31,22,0,0.5132657270366401,0.8787646789950833,
23,2020-12-31,23,0,0.7439646928715509,0.12302218851330549,
24,2020-12-31,24,0,0.3843066351913347,0.5329409919784391,
25,2020-12-31,25,0,0.21870531633388515,0.18871547363093344,
26,2020-12-31,26,0,0.49701717264482603,0.3390044969580367,
27,2020-12-31,27,0,0.37419582839802523,0.5034515816299231,
28,2020-12-31,28,0,0.24019246183017717,0.06655586991566054,
29,2020-12-31,29,0,0.4530638946997228,0.6128972799340007,
30,2020-12-31,30,0,0.14262975305010572,0.47168942313621665,
31,2020-12-31,31,0,0.658554523444423,0.13482377029828152,
32,2020-12-31,32,0,0.5928235856037264,0.843068090668831,
33,2020-12-31,33,0,0.7233070067480201,0.45023627600647165,
34,2020-12-31,34,0,0.7534459675313884,0.8300294264318063,
35,2020-12-31,35,0,0.7942727042756603,0.808231600860522,
36,2020-12-31,36,0,0.4390418553927933,0.4816257603381463,
37,2020-12-31,37,0,0.5535518211326109,0.14620021089202517,
38,2020-12-31,38,0,0.48121708253821815,0.6525535664099723,
39,2020-12-31,39,0,0.14989967029444556,0.6136822652010816,
40,2020-12-31,40,0,0.7997990735907612,0.022974783183980385,
41,2020-12-31,41,0,0.6277161751195047,0.8493435785798414,
42,2020-12-31,42,0,0.6201210305591232,0.9606337450117083,
43,2020-12-31,43,0,0.6001431387975571,0.8857131522592052,
44,2020-12-31,44,0,0.4107557724048227,0.1345175584649173,
45,2020-12-31,45,0,0.5850304453564824,0.12625442683567345,
46,2020-12-31,46,0,0.6085856049722996,0.5630691829735003,
47,2020-12-31,47,0,0.5505116546731527,0.3509180376429175,
48,2020-12-31,48,0,0.3199333937650244,0.750964326553148,
49,2020-12-31,49,0,0.6202848307790052,0.7640428020884538,
50,2020-12-31,50,0,0.6144694024649451,0.941332414869193,
51,2020-12-31,51,0,0.36166016817505464,0.9458345303192783,
52,2020-12-31,52,0,0.3597385914175208,0.41188593357245784,
53,2020-12-31,53,0,0.30542071124270553,0.09550142930220962,
54,2020-12-31,54,0,0.45473451754095795,0.1584794840417223,
55,2020-12-31,55,0,0.4599692620233822,0.5608662905550925,
56,2020-12-31,56,0,0.6824492266083749,0.010029713627324632,
57,2020-12-31,57,0,0.2163146625425168,0.46394083982345613,
58,2020-12-31,58,0,0.647701842349169,0.6056997478927844,
59,2020-12-31,59,0,0.02235801933207169,0.8797602372034743,
60,2020-12-31,60,0,0.5688026177023512,0.3284425491960923,
61,2020-12-31,61,0,0.31795293817088405,0.23147025434712576,
62,2020-12-31,62,0,0.06674370635653118,0.7092191135503307,
63,2020-12-31,63,0,0.5827546513609128,0.001351500447649534,
64,2020-12-31,64,0,0.21563254394535641,0.6168067407748475,
65,2020-12-31,65,0,0.1749483960593617,0.5988298236905797,
66,2020-12-31,66,0,0.7143016492249651,0.012353820029608387,
67,2020-12-31,67,0,0.36893575444208926,0.6066366036156461,
68,2020-12-31,68,0,0.09273454864832874,0.36789024328201403,
69,2020-12-31,69,0,0.09856677436658119,0.2354697802183192,
70,2020-12-31,70,0,0.02700353515961558,0.9558647607452854,
71,2020-12-31,71,0,0.5130502227925131,0.8705158140297917,
72,2020-12-31,72,0,0.058772052892594046,0.9910417094587748,
73,2020-12-31,73,0,0.27962093099100294,0.19183939757599555,
74,2020-12-31,74,0,0.6605471069704667,0.7770677259119181,
75,2020-12-31,75,0,0.2796348176293346,0.4363420925874022,
76,2020-12-31,76,0,0.4420221064923907,0.9761186042829232,
77,2020-12-31,77,0,0.4795147808029439,0.34774820365534254,
78,2020-12-31,78,0,0.6122872776027432,0.0766652980596012,
79,2020-12-31,79,0,0.4990567874317243,0.7003810738222034,
80,2020-12-31,80,0,0.7205422173448711,0.7409186447445297,
81,2020-12-31,81,0,0.3511674906760813,0.5841554407081379,
82,2020-12-31,82,0,0.47751722466424723,0.7699218428556542,
83,2020-12-31,83,0,0.31435024078178353,0.3890970469481351,
84,2020-12-31,84,0,0.34806800310755054,0.0018053434466566154,
85,2020-12-31,85,0,0.6483024105871192,0.38373847162995567,
86,2020-12-31,86,0,0.0125324892660875,0.7150938124706797,
87,2020-12-31,87,0,0.05349526612627456,0.48916690908501537,
88,2020-12-31,88,0,0.5935729485527629,0.5439170534276232,
89,2020-12-31,89,0,0.4753742793926187,0.22272505640082452,
90,2020-12-31,90,0,0.46769232638506053,0.8145472336275731,
91,2020-12-31,91,0,0.14347176967356265,0.05153242714192263,
92,2020-12-31,92,0,0.4747275032656612,0.2954464856290928,
93,2020-12-31,93,0,0.6985089525249536,0.9149632546880987,
94,2020-12-31,94,0,0.18679002014688859,0.9445829881613309,
95,2020-12-31,95,0,0.4922534870826001,0.09989809291144347,
96,2020-12-31,96,0,0.3739645978840047,0.5828801312130105,
97,2020-12-31,97,0,0.1128395681974669,0.311609740257478,
98,2020-12-31,98,0,0.6434741759197147,0.6029651446691562,
99,2020-12-31,99,0,0.6449669659313587,0.9675182511474995,
100,2020-12-31,100,0,0.7654505960018184,0.6646549249957968,
101,2020-12-31,101,0,0.17727178496387508,0.27977547766376565,
102,2020-12-31,102,0,0.34969467480803457,0.4841578294974713,
103,2020-12-31,103,0,0.5345893786283124,0.9213582410168764,
104,2020-12-31,104,0,0.6056681573864435,0.8451826391433407,
105,2020-12-31,105,0,0.20213418142466724,0.33788092280904625,
106,2020-12-31,106,0,0.30924386866462394,0.29875339710422144,
107,2020-12-31,107,0,0.7893090534173308,0.6364905454060339,
108,2020-12-31,108,0,0.6356969839365814,0.6170982902552552,
109,2020-12-31,109,0,0.26287327058418786,0.07658103848210551,
110,2020-12-31,110,0,0.7859448851993376,0.7103131497118,
111,2020-12-31,111,0,0.3230453696683247,0.2806380865754142,
112,2020-12-31,112,0,0.17823018253858258,0.9896904060958914,
113,2020-12-31,113,0,0.3130360998213405,0.7490057575548577,
114,2020-12-31,114,0,0.22724011397136953,0.9542301555662777,
115,2020-12-31,115,0,0.2688914333670182,0.5086737365309154,
116,2020-12-31,116,0,0.3577831288688721,0.3994401692240943,
117,2020-12-31,117,0,0.14487050252858175,0.34088767568131295,
118,2020-12-31,118,0,0.6982948461004461,0.5566727155180713,
119,2020-12-31,119,0,0.6254271270846239,0.5814222918083334,
120,2020-12-31,120,0,0.24676256728253582,0.5635201600687704,
121,2020-12-31,121,0,0.500693561944273,0.16252914785398787,
122,2020-12-31,122,0,0.738667291882622,0.34714310041387386,
123,2020-12-31,123,0,0.6424310637420438,0.3044739833561053,
124,2020-12-31,124,0,0.4842318121643923,0.6053888310888262,
125,2020-12-31,125,0,0.31553456439868754,0.43981235565069077,
126,2020-12-31,126,0,0.5345599725141822,0.44449182214348504,
127,2020-12-31,127,0,0.41516855939068914,0.2465741231524814,
128,2020-12-31,128,0,0.7317644923330965,0.25873425039241416,
129,2020-12-31,129,0,0.5104557409624205,0.19840836298186604,
130,2020-12-31,130,0,0.24514041525209748,0.6875654775478972,
131,2020-12-31,131,0,0.2543961481734631,0.3200196502330451,
132,2020-12-31,132,0,0.1865024365032122,0.8355537186563482,
133,2020-12-31,133,0,0.037704667884486655,0.30009279780104103,
134,2020-12-31,134,0,0.38337645153470357,0.07478201862268785,
135,2020-12-31,135,0,0.5309472076283043,0.9893126262821139,
136,2020-12-31,136,0,0.6687040031874418,0.8318738307590584,
137,2020-12-31,137,0,0.7995365196286373,0.9636367717331207,
138,2020-12-31,138,0,0.2442780562647837,0.7079805544381268,
139,2020-12-31,139,0,0.7409422949603425,0.6211674468778109,
140,2020-12-31,140,0,0.24830543324669352,0.44689086009599743,
141,2020-12-31,141,0,0.6278875657201121,0.8825954197719801,
142,2020-12-31,142,0,0.5645869278541775,0.19520435351259247,
143,2020-12-31,143,0,0.4612012395950224,0.9158026262400267,
144,2020-12-31,144,0,0.1830608338736326,0.10879015427693428,
145,2020-12-31,145,0,0.43574663278228676,0.540227580014074,
146,2020-12-31,146,0,0.10782987368461772,0.6815090206559671,
147,2020-12-31,147,0,0.7128468406051525,0.5388417524049403,
148,2020-12-31,148,0,0.38207169327418034,0.08257761863308699,
149,2020-12-31,149,0,0.43110251240102776,0.6005990999476397,
150,2020-12-31,150,0,0.6778297726754523,0.09427327134139485,
151,2020-12-31,151,0,0.7025772837191588,0.26189302582200624,
152,2020-12-31,152,0,0.09248703808136637,0.7318755606781514,
153,2020-12-31,153,0,0.14876954381566243,0.9036744200589487,
154,2020-12-31,154,0,0.26621100401389564,0.07087503592472466,
155,2020-12-31,155,0,0.05999111008554517,0.3660638511711718,
156,2020-12-31,156,0,0.5366214651618073,0.8879097123471161,
157,2020-12-31,157,0,0.05028225986197885,0.15354594624043572,
158,2020-12-31,158,0,0.692628846197892,0.9315100553387661,
159,2020-12-31,159,0,0.4331503961799878,0.895123945147859,
160,2020-12-31,160,0,0.3053208011307619,0.9370879373116491,
161,2020-12-31,161,0,0.2521083660402516,0.15844149802713348,
162,2020-12-31,162,0,0.1959608077733316,0.3479261612995962,
163,2020-12-31,163,0,0.10676240705903234,0.5004590287420844,
164,2020-12-31,164,0,0.7970939427225354,0.6134200794125916,
165,2020-12-31,165,0,0.35322268073907415,0.5551576454407599,
166,2020-12-31,166,0,0.7848311650943463,0.3216677148479502,
167,2020-12-31,167,0,0.5448862003555693,0.00013077992473831124,
168,2020-12-31,168,0,0.4811268354640942,0.33065220331079237,
169,2020-12-31,169,0,0.3638662002930841,0.6589651171226678,
170,2020-12-31,170,0,0.22704295506656483,0.5320710880024556,
171,2020-12-31,171,0,0.025739742190019312,0.5120035818973443,
172,2020-12-31,172,0,0.39366121141871524,0.8084251457659363,
0,2021-12-31,0,0,0.4588657382287278,0.656576328355962,0
1,2021-12-31,1,0,0.23371532407238105,0.18022896709549552,0
2,2021-12-31,2,0,0.058387136510977204,0.6838463670376047,0
3,2021-12-31,3,0,0.46057169932000663,0.7507550229011983,0
4,2021-12-31,4,0,0.20455129596387256,0.59330530237284,0
5,2021-12-31,5,0,0.239949237934154,0.45207895119387864,0
6,2021-12-31,6,1,0.8178070781072708,0.33104079205572867,-0.1
7,2021-12-31,7,0,0.34548994235239866,0.28319430507841303,0
8,2021-12-31,8,0,0.2760031938126985,0.10645772965271827,0
9,2021-12-31,9,0,0.32128492979581436,0.4474639738003803,0
10,2021-12-31,10,0,0.264005926276591,0.9135602668317572,0
11,2021-12-31,11,0,0.530503528490406,0.7846216469159735,0
12,2021-12-31,12,1,0.8244994697200709,0.38221335198534334,-0.1
13,2021-12-31,13,0,0.177667430819355,0.24884513819352694,0
14,2021-12-31,14,0,0.14841525024516083,0.979878260272871,0
15,2021-12-31,15,0,0.1968389271237027,0.6747744453151475,0
16,2021-12-31,16,1,0.8140072946739619,0.7950282743026755,-0.1
17,2021-12-31,17,0,0.15548750306401748,0.8859803891940193,0
18,2021-12-31,18,1,0.7307415412713973,0.06277977525158238,-0.1
19,2021-12-31,19,0,0.21164857316840363,0.5493419400795208,0
20,2021-12-31,20,0,0.4496507662218037,0.11176494124004643,0
21,2021-12-31,21,0,0.4704533014089353,0.8443307113497491,0
22,2021-12-31,22,0,0.5632657270366401,0.8787646789950833,0
23,2021-12-31,23,1,0.7939646928715509,0.02302218851330548,-0.1
24,2021-12-31,24,0,0.43430663519133467,0.5329409919784391,0
25,2021-12-31,25,0,0.26870531633388517,0.18871547363093344,0
26,2021-12-31,26,0,0.5470171726448261,0.3390044969580367,0
27,2021-12-31,27,0,0.4241958283980252,0.5034515816299231,0
28,2021-12-31,28,0,0.29019246183017716,0.06655586991566054,0
29,2021-12-31,29,0,0.5030638946997228,0.6128972799340007,0
30,2021-12-31,30,0,0.1926297530501057,0.47168942313621665,0
31,2021-12-31,31,1,0.708554523444423,0.034823770298281514,-0.1
32,2021-12-31,32,0,0.6428235856037264,0.843068090668831,0
33,2021-12-31,33,1,0.7733070067480201,0.35023627600647167,-0.1
34,2021-12-31,34,1,0.8034459675313884,0.7300294264318063,-0.1
35,2021-12-31,35,1,0.8442727042756604,0.7082316008605221,-0.1
36,2021-12-31,36,0,0.48904185539279327,0.4816257603381463,0
37,2021-12-31,37,0,0.603551821132611,0.14620021089202517,0
38,2021-12-31,38,0,0.5312170825382182,0.6525535664099723,0
39,2021-12-31,39,0,0.19989967029444555,0.6136822652010816,0
40,2021-12-31,40,1,0.8497990735907612,0,-0.1
41,2021-12-31,41,0,0.6777161751195048,0.8493435785798414,0
42,2021-12-31,42,0,0.6701210305591232,0.9606337450117083,0
43,2021-12-31,43,0,0.6501431387975571,0.8857131522592052,0
44,2021-12-31,44,0,0.4607557724048227,0.1345175584649173,0
45,2021-12-31,45,0,0.6350304453564825,0.12625442683567345,0
46,2021-12-31,46,0,0.6585856049722997,0.5630691829735003,0
47,2021-12-31,47,0,0.6005116546731527,0.3509180376429175,0
48,2021-12-31,48,0,0.3699333937650244,0.750964326553148,0
49,2021-12-31,49,0,0.6702848307790052,0.7640428020884538,0
50,2021-12-31,50,0,0.6644694024649451,0.941332414869193,0
51,2021-12-31,51,0,0.41166016817505463,0.9458345303192783,0
52,2021-12-31,52,0,0.4097385914175208,0.41188593357245784,0
53,2021-12-31,53,0,0.3554207112427055,0.09550142930220962,0
54,2021-12-31,54,0,0.504734517540958,0.1584794840417223,0
55,2021-12-31,55,0,0.5099692620233822,0.5608662905550925,0
56,2021-12-31,56,1,0.732449226608375,0,-0.1
57,2021-12-31,57,0,0.2663146625425168,0.46394083982345613,0
58,2021-12-31,58,0,0.6977018423491691,0.6056997478927844,0
59,2021-12-31,59,0,0.0723580193320717,0.8797602372034743,0
60,2021-12-31,60,0,0.6188026177023512,0.3284425491960923,0
61,2021-12-31,61,0,0.36795293817088404,0.23147025434712576,0
62,2021-12-31,62,0,0.11674370635653118,0.7092191135503307,0
63,2021-12-31,63,0,0.6327546513609128,0.001351500447649534,0
64,2021-12-31,64,0,0.2656325439453564,0.6168067407748475,0
65,2021-12-31,65,0,0.22494839605936168,0.5988298236905797,0
66,2021-12-31,66,1,0.7643016492249651,0,-0.1
67,2021-12-31,67,0,0.41893575444208925,0.6066366036156461,0
68,2021-12-31,68,0,0.14273454864832874,0.36789024328201403,0
69,2021-12-31,69,0,0.1485667743665812,0.2354697802183192,0
70,2021-12-31,70,0,0.07700353515961558,0.9558647607452854,0
71,2021-12-31,71,0,0.5630502227925132,0.8705158140297917,0
72,2021-12-31,72,0,0.10877205289259405,0.9910417094587748,0
73,2021-12-31,73,0,0.3296209309910029,0.19183939757599555,0
74,2021-12-31,74,1,0.7105471069704667,0.6770677259119181,-0.1
75,2021-12-31,75,0,0.3296348176293346,0.4363420925874022,0
76,2021-12-31,76,0,0.4920221064923907,0.9761186042829232,0
